UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure,Failure Type
5769,L52948,L,301.7,311.3,1421,45.9,85,False,No Failure
5774,H35187,H,301.6,311.2,1395,46.8,95,False,No Failure
5911,M20770,M,300.8,310.3,1458,43.4,0,False,No Failure
2150,L49329,L,299.4,309.0,1613,32.2,178,False,No Failure
5042,L52221,L,304.0,313.2,1314,47.1,144,False,No Failure
3876,L51055,L,302.6,311.8,1427,50.1,21,False,No Failure
6426,L53605,L,300.3,309.9,1393,56.1,12,False,No Failure
1245,L48424,L,297.1,308.4,1726,28.4,202,False,No Failure
1798,M16657,M,298.0,307.6,1508,41.8,89,False,No Failure
9682,M24541,M,299.1,310.1,1412,44.4,24,False,No Failure
2142,M17001,M,299.3,308.9,1577,34.9,160,False,No Failure
1064,M15923,M,296.8,307.8,1664,32.8,142,False,No Failure
8161,M23020,M,299.7,311.1,1618,30.3,125,False,No Failure
367,M15226,M,297.6,308.5,1552,40.9,90,False,No Failure
7684,L54863,L,300.7,311.7,1524,43.5,222,False,No Failure
5895,L53074,L,301.2,310.9,1597,37.9,164,False,No Failure
6410,L53589,L,300.3,310.0,1560,40.8,182,False,No Failure
2500,M17359,M,299.1,308.9,1325,48.4,220,False,No Failure
1249,L48428,L,297.2,308.6,1489,40.2,214,False,No Failure
3385,L50564,L,301.3,310.6,1426,40.7,54,False,No Failure
9698,M24557,M,298.8,309.8,1413,45.5,64,False,No Failure
9779,H39192,H,298.7,309.7,1311,54.5,52,False,No Failure
4380,M19239,M,301.8,309.5,1732,30.1,220,False,No Failure
9875,M24734,M,298.9,309.9,1449,44.1,112,False,No Failure
3855,L51034,L,302.4,311.0,1338,67.6,194,True,Power Failure
9439,M24298,M,298.1,308.7,1315,56.8,59,False,No Failure
637,L47816,L,298.3,309.9,1463,43.9,116,False,No Failure
6996,M21855,M,300.6,310.7,1705,31.2,181,False,No Failure
7430,L54609,L,300.0,311.4,1590,33.6,5,False,No Failure
4348,H33761,H,301.9,309.8,1724,27.5,126,False,No Failure
6123,L53302,L,301.0,311.0,1402,55.3,98,False,No Failure
9684,M24543,M,299.0,310.0,1338,56.4,29,False,No Failure
1401,H30814,H,298.9,310.1,1366,62.7,161,False,No Failure
1321,M16180,M,299.0,310.3,1540,38.1,182,False,No Failure
5141,M20000,M,304.3,313.6,1585,32.1,202,False,No Failure
7970,L55149,L,300.9,312.1,1711,28.8,74,False,No Failure
1606,L48785,L,297.8,307.8,1396,42.5,23,False,No Failure
3237,M18096,M,300.8,309.4,1342,62.4,113,True,Heat Dissipation Failure
6504,M21363,M,300.9,309.9,1465,42.9,209,False,No Failure
2202,L49381,L,299.8,309.0,1567,36.1,95,False,No Failure
4216,M19075,M,302.0,310.7,2157,17.8,17,False,No Failure
9426,M24285,M,298.1,308.6,1415,46.3,27,False,No Failure
1362,M16221,M,298.6,310.1,1458,41.9,61,False,No Failure
2263,L49442,L,299.1,308.3,1533,42.4,48,False,No Failure
205,L47384,L,298.4,308.5,1741,32.8,112,False,No Failure
6428,L53607,L,300.2,309.8,1418,49.3,16,False,No Failure
3426,M18285,M,301.5,310.5,1623,33.5,157,False,No Failure
6112,M20971,M,300.7,310.8,1486,41.2,71,False,No Failure
2167,M17026,M,299.6,309.2,1867,23.4,225,True,Tool Wear Failure
9373,L56552,L,297.7,308.4,1487,41.4,84,False,No Failure
4443,L51622,L,302.5,310.2,1563,34.8,150,False,No Failure
4900,L52079,L,303.6,312.3,2168,17.7,219,False,No Failure
9376,H38789,H,297.7,308.4,1288,49.5,91,False,No Failure
1356,M16215,M,298.6,310.0,1681,35.5,44,False,No Failure
1049,L48228,L,296.5,307.6,1607,33.5,104,False,No Failure
8761,M23620,M,297.4,308.7,1392,46.4,174,False,No Failure
505,M15364,M,297.6,309.3,1529,41.9,3,False,No Failure
7277,M22136,M,300.1,310.3,1350,48.8,50,False,No Failure
7683,M22542,M,300.7,311.7,1412,49.1,219,False,No Failure
8262,H37675,H,299.2,310.6,1434,48.4,153,False,No Failure
4933,L52112,L,303.3,312.1,1418,44.7,83,False,No Failure
9776,M24635,M,298.6,309.5,1684,27.8,44,False,No Failure
1072,L48251,L,296.9,307.8,1425,49.1,163,False,No Failure
597,M15456,M,297.6,309.6,1530,37.3,10,False,No Failure
700,H30113,H,297.5,308.7,1416,39.2,74,False,No Failure
9182,L56361,L,297.9,309.1,1521,36.1,15,False,No Failure
9689,L56868,L,299.1,310.1,1367,45.6,44,False,No Failure
6903,L54082,L,301.0,311.6,1461,40.6,154,False,No Failure
8362,L55541,L,298.6,309.5,1450,44.3,7,False,No Failure
7997,M22856,M,301.0,312.2,1499,41.5,140,False,No Failure
4209,M19068,M,302.3,310.9,1627,32.3,0,False,No Failure
7029,M21888,M,300.6,310.6,1403,50.4,64,False,No Failure
9466,M24325,M,298.6,309.4,1460,43.8,138,False,No Failure
6382,L53561,L,300.2,309.7,1771,27.1,104,False,No Failure
396,L47575,L,297.4,308.3,1571,37.7,162,False,No Failure
3692,L50871,L,302.1,311.2,1460,46.9,198,False,No Failure
6613,L53792,L,301.6,310.6,1222,70.0,62,False,No Failure
3923,M18782,M,302.6,311.4,1757,29.5,151,False,No Failure
8697,L55876,L,297.2,308.6,1413,49.8,12,False,No Failure
6500,L53679,L,300.9,310.0,1671,26.8,199,False,No Failure
8657,M23516,M,297.3,308.3,1697,27.4,121,False,No Failure
9404,L56583,L,297.7,308.1,1697,29.1,179,False,No Failure
1472,L48651,L,298.5,309.6,1421,53.6,122,False,No Failure
7272,M22131,M,300.3,310.4,1293,49.7,37,False,No Failure
8415,L55594,L,298.6,309.8,1842,20.1,142,False,No Failure
5235,L52414,L,303.7,312.9,1461,50.1,31,False,No Failure
4655,M19514,M,303.1,311.0,1510,47.6,16,False,No Failure
1719,M16578,M,298.2,307.7,1681,31.0,84,False,No Failure
4954,L52133,L,303.7,312.5,1670,26.1,139,False,No Failure
2961,L50140,L,300.7,309.5,1467,44.3,55,False,No Failure
9823,L57002,L,298.5,309.4,1360,60.9,187,True,Overstrain Failure
3187,M18046,M,300.2,309.4,1456,48.8,205,False,No Failure
5003,L52182,L,303.7,312.8,1627,31.7,40,False,No Failure
3831,L51010,L,302.3,310.9,1891,22.7,135,False,No Failure
257,L47436,L,298.1,308.3,1331,63.0,13,False,No Failure
3872,M18731,M,302.7,311.8,1728,30.0,12,False,No Failure
2905,L50084,L,300.6,309.4,2496,13.5,111,False,No Failure
2278,H31691,H,299.3,308.7,1408,44.4,82,False,No Failure
2526,M17385,M,298.8,308.6,1598,35.1,52,False,No Failure
2586,M17445,M,299.0,308.7,1620,35.4,199,False,No Failure
7516,M22375,M,300.4,311.9,1335,58.3,9,False,No Failure
2731,L49910,L,299.6,309.2,1425,45.9,133,False,No Failure
8722,L55901,L,297.2,308.7,1669,30.7,72,False,No Failure
1032,L48211,L,296.4,307.5,1549,36.1,58,False,No Failure
9465,L56644,L,298.6,309.4,1440,48.2,136,False,No Failure
716,L47895,L,297.4,308.6,1324,59.1,118,False,No Failure
712,L47891,L,297.5,308.7,1443,46.2,110,False,No Failure
6296,H35709,H,301.1,310.6,1782,24.9,93,False,No Failure
2723,L49902,L,299.6,309.3,1558,34.8,115,False,No Failure
8454,L55633,L,298.6,309.9,1564,37.1,30,False,No Failure
6810,L53989,L,300.9,310.8,1490,38.1,125,False,No Failure
2974,M17833,M,300.6,309.3,1510,46.0,87,False,No Failure
1438,H30851,H,298.8,309.9,1439,45.2,40,True,No Failure
1522,M16381,M,298.2,308.9,1585,34.3,33,False,No Failure
6551,L53730,L,301.3,310.7,1516,46.0,119,False,No Failure
2729,L49908,L,299.7,309.3,1779,25.5,129,False,No Failure
1422,L48601,L,298.7,309.8,1589,31.8,217,False,No Failure
7694,L54873,L,300.6,311.6,1964,21.4,15,False,No Failure
5361,L52540,L,303.3,312.6,1463,44.0,140,False,No Failure
7154,L54333,L,300.2,310.0,1493,47.3,172,False,No Failure
8350,M23209,M,298.7,309.5,1487,33.6,183,False,No Failure
8779,L55958,L,297.5,308.7,1454,45.0,19,False,No Failure
3287,L50466,L,301.2,310.0,1618,37.6,32,False,No Failure
3893,M18752,M,302.3,311.1,1338,53.3,63,False,No Failure
1369,H30782,H,298.8,310.3,1708,27.1,78,False,No Failure
7677,L54856,L,300.6,311.7,1448,49.1,206,False,No Failure
7367,H36780,H,299.6,310.1,1531,36.8,62,False,No Failure
3135,L50314,L,300.2,309.6,1359,51.5,66,False,No Failure
6452,L53631,L,300.7,310.2,1696,27.5,73,False,No Failure
8782,L55961,L,297.6,308.7,1552,42.3,27,False,No Failure
836,M15695,M,296.7,307.4,1533,32.5,182,False,No Failure
3031,M17890,M,300.4,309.6,1563,34.0,6,False,No Failure
5457,M20316,M,303.1,312.6,1567,32.9,132,False,No Failure
88,L47267,L,299.0,309.0,1544,31.8,25,False,No Failure
1280,M16139,M,298.3,309.6,1531,40.1,81,False,No Failure
8031,L55210,L,300.6,312.0,1490,42.2,3,False,No Failure
967,M15826,M,295.8,306.5,1641,32.2,101,False,No Failure
3908,M18767,M,302.3,311.2,1842,23.9,111,False,No Failure
4888,L52067,L,303.7,312.5,1481,33.3,182,False,No Failure
253,L47432,L,298.0,308.2,1620,35.8,5,False,No Failure
8213,H37626,H,299.2,310.5,1329,48.9,30,False,No Failure
5564,M20423,M,302.3,311.7,1640,31.5,199,False,No Failure
9593,L56772,L,299.2,310.4,1379,46.8,39,False,No Failure
5747,M20606,M,302.1,311.5,1635,31.6,23,False,No Failure
9587,L56766,L,299.4,310.6,1348,54.5,22,False,No Failure
1404,L48583,L,299.0,310.2,1372,48.0,174,False,No Failure
7677,L54856,L,300.6,311.7,1448,49.1,206,False,No Failure
6804,M21663,M,301.1,310.7,1367,43.4,111,False,No Failure
8553,L55732,L,298.2,309.1,1467,44.5,80,False,No Failure
1642,M16501,M,298.0,308.0,1555,37.0,111,False,No Failure
5265,L52444,L,303.4,312.8,1376,53.4,98,False,No Failure
9665,L56844,L,299.1,310.2,1317,54.8,231,True,Overstrain Failure
20,M14879,M,298.9,309.3,1632,32.5,55,False,No Failure
5182,L52361,L,304.0,313.1,1720,28.7,106,False,No Failure
6848,L54027,L,301.2,311.4,1757,28.0,6,False,No Failure
4829,L52008,L,303.5,311.9,1515,39.2,24,False,No Failure
3099,M17958,M,299.9,309.2,1389,51.2,185,False,No Failure
8776,H38189,H,297.5,308.6,1536,38.7,7,False,No Failure
939,L48118,L,295.6,306.2,1823,25.8,29,False,No Failure
890,L48069,L,295.6,306.1,1389,46.2,113,False,No Failure
5321,L52500,L,303.4,312.7,1363,45.5,26,False,No Failure
8948,M23807,M,297.3,308.2,1452,38.2,44,False,No Failure
639,L47818,L,298.0,309.6,1536,37.3,120,False,No Failure
3281,M18140,M,301.2,309.9,1456,50.8,15,False,No Failure
9978,L57157,L,298.6,308.3,1422,40.4,179,False,No Failure
1591,L48770,L,298.2,308.4,1497,37.7,207,False,No Failure
5838,M20697,M,301.3,311.1,1834,25.4,22,False,No Failure
9759,L56938,L,298.6,309.8,2271,16.2,218,True,Tool Wear Failure
6650,M21509,M,301.5,310.4,1350,54.9,153,False,No Failure
3630,L50809,L,302.1,311.3,1415,44.1,43,False,No Failure
3518,L50697,L,302.0,311.0,1550,35.2,184,False,No Failure
1558,L48737,L,298.3,308.4,1585,30.6,127,False,No Failure
9299,L56478,L,298.1,308.9,1313,50.6,108,False,No Failure
8097,M22956,M,300.2,311.7,1555,37.4,169,False,No Failure
2337,L49516,L,299.2,308.4,1434,46.8,2,False,No Failure
2960,M17819,M,300.7,309.4,1589,35.0,52,False,No Failure
1147,L48326,L,297.0,307.9,1529,42.2,157,False,No Failure
6248,L53427,L,300.8,310.2,1492,46.3,187,False,No Failure
881,M15740,M,295.8,306.3,1235,76.2,89,True,Power Failure
968,M15827,M,295.9,306.6,1532,38.6,104,False,No Failure
2960,M17819,M,300.7,309.4,1589,35.0,52,False,No Failure
9019,L56198,L,297.3,308.1,1615,35.4,217,True,Tool Wear Failure
9526,L56705,L,299.1,310.3,1411,42.1,74,False,No Failure
9980,L57159,L,298.5,308.3,1334,49.8,186,False,No Failure
1868,L49047,L,298.1,307.9,1502,41.8,79,False,No Failure
5269,L52448,L,303.4,312.9,1389,54.1,109,False,No Failure
2671,L49850,L,299.8,309.4,1467,46.2,219,False,No Failure
9840,M24699,M,298.4,309.2,1491,51.2,13,False,No Failure
7650,H37063,H,300.4,311.5,1662,29.0,137,False,No Failure
4443,L51622,L,302.5,310.2,1563,34.8,150,False,No Failure
2998,L50177,L,300.5,309.8,1345,62.7,153,False,No Failure
8127,L55306,L,300.2,311.4,1433,37.9,36,False,No Failure
7465,L54644,L,300.1,311.3,1535,42.3,92,False,No Failure
540,M15399,M,297.4,309.3,1775,25.8,91,False,No Failure
9522,M24381,M,298.9,310.1,1484,40.4,61,False,No Failure
7127,M21986,M,300.6,310.0,1542,33.9,100,False,No Failure
3115,M17974,M,299.9,309.2,1683,30.5,13,False,No Failure
5470,M20329,M,302.7,312.2,1439,42.5,164,False,No Failure
4033,L51212,L,302.0,310.8,1383,50.3,231,True,Overstrain Failure
1473,M16332,M,298.5,309.6,1438,44.5,124,False,No Failure
4396,L51575,L,302.3,310.1,1513,40.4,22,False,No Failure
502,M15361,M,297.6,309.3,1464,46.2,218,False,No Failure
6103,L53282,L,300.7,310.7,1442,43.2,49,False,No Failure
7153,L54332,L,300.2,309.9,1566,36.4,170,False,No Failure
5395,M20254,M,302.8,312.3,1262,70.5,234,True,Power Failure
7591,M22450,M,300.4,311.0,1433,46.1,199,False,No Failure
9785,M24644,M,298.7,309.8,1435,48.8,71,False,No Failure
7530,L54709,L,300.1,311.4,1467,35.7,45,False,No Failure
2338,L49517,L,299.2,308.4,1877,23.9,4,False,No Failure
9138,L56317,L,297.7,308.7,1731,28.4,104,False,No Failure
9892,L57071,L,298.8,309.5,1374,48.1,159,False,No Failure
4612,L51791,L,303.0,311.3,1365,56.2,146,True,Heat Dissipation Failure
3628,L50807,L,302.2,311.5,1588,30.6,39,False,No Failure
4076,L51255,L,302.0,310.6,1583,38.9,94,False,No Failure
638,L47817,L,298.2,309.7,1585,37.4,118,False,No Failure
3368,H32781,H,301.5,310.7,1790,26.2,8,False,No Failure
2402,M17261,M,299.2,308.6,1367,47.6,168,False,No Failure
1996,L49175,L,298.3,308.0,1451,47.1,196,False,No Failure
7333,M22192,M,299.8,310.3,1805,23.7,198,False,No Failure
6043,M20902,M,300.8,311.0,1580,36.6,109,False,No Failure
4073,L51252,L,301.9,310.6,1610,33.4,87,False,No Failure
5403,L52582,L,302.7,312.3,1421,48.5,0,False,No Failure
6606,M21465,M,301.6,310.6,1691,30.1,40,False,No Failure
8099,L55278,L,300.2,311.6,1500,39.0,174,False,No Failure
9310,L56489,L,298.3,309.2,1562,37.6,137,False,No Failure
6640,L53819,L,301.4,310.5,1380,48.4,131,False,No Failure
2541,L49720,L,299.1,308.8,1502,38.3,88,False,No Failure
6897,M21756,M,301.0,311.6,1454,40.0,140,False,No Failure
2478,L49657,L,298.9,308.5,1387,57.3,154,False,No Failure
5020,M19879,M,304.0,313.1,1466,39.5,83,False,No Failure
3803,M18662,M,302.2,310.9,1488,44.2,57,False,No Failure
9512,L56691,L,299.1,310.3,1449,40.7,40,False,No Failure
6707,L53886,L,301.4,310.6,1381,46.1,70,False,No Failure
2278,H31691,H,299.3,308.7,1408,44.4,82,False,No Failure
9478,M24337,M,298.8,309.6,1693,33.3,170,False,No Failure
4328,H33741,H,301.7,310.1,1660,29.3,72,False,No Failure
540,M15399,M,297.4,309.3,1775,25.8,91,False,No Failure
6493,M21352,M,300.8,309.9,1444,46.0,180,False,No Failure
2905,L50084,L,300.6,309.4,2496,13.5,111,False,No Failure
6385,H35798,H,300.1,309.6,1463,45.1,113,False,No Failure
1661,L48840,L,298.2,308.0,1499,44.1,166,False,No Failure
9031,M23890,M,297.5,308.4,1403,44.3,25,False,No Failure
1763,H31176,H,298.2,307.6,1460,48.6,204,False,No Failure
3610,M18469,M,301.7,310.9,1644,32.5,201,False,No Failure
6362,M21221,M,300.1,309.7,1348,57.3,48,False,No Failure
861,H30274,H,296.1,306.9,1541,32.6,33,False,No Failure
334,L47513,L,297.5,308.2,1647,31.3,3,False,No Failure
9005,M23864,M,297.1,307.8,1538,34.3,181,False,No Failure
8037,L55216,L,300.7,311.7,1460,46.1,15,False,No Failure
170,L47349,L,298.4,308.3,1318,59.1,22,False,No Failure
5868,L53047,L,301.5,311.0,1494,45.3,99,False,No Failure
881,M15740,M,295.8,306.3,1235,76.2,89,True,Power Failure
7340,L54519,L,299.8,310.4,1579,36.4,0,False,No Failure
6174,L53353,L,300.8,310.7,1633,27.8,0,False,No Failure
3583,L50762,L,301.8,310.6,1395,50.5,131,False,No Failure
8934,M23793,M,297.3,308.3,1544,41.7,6,False,No Failure
5624,L52803,L,302.9,312.3,1578,36.3,141,False,No Failure
3842,L51021,L,302.4,311.1,1565,42.8,163,False,No Failure
1009,L48188,L,296.2,307.1,1441,41.7,3,False,No Failure
6685,L53864,L,301.6,310.9,1538,40.4,13,False,No Failure
8697,L55876,L,297.2,308.6,1413,49.8,12,False,No Failure
535,L47714,L,297.5,309.3,1623,33.4,74,False,No Failure
3660,M18519,M,302.2,311.5,1734,25.0,116,False,No Failure
7494,L54673,L,300.2,311.7,1448,54.2,173,False,No Failure
9064,L56243,L,297.2,308.3,1419,39.7,115,False,No Failure
4595,M19454,M,303.0,311.2,1387,41.4,100,False,No Failure
1387,L48566,L,298.9,310.2,1445,40.0,129,False,No Failure
4482,M19341,M,302.6,310.4,1544,35.1,25,False,No Failure
3626,M18485,M,302.1,311.4,1467,43.4,33,False,No Failure
6471,L53650,L,300.4,309.6,1379,54.5,122,False,No Failure
5541,L52720,L,302.4,311.8,1493,38.4,132,False,No Failure
3746,L50925,L,302.6,311.4,1738,25.8,128,False,No Failure
3681,L50860,L,302.2,311.5,1744,31.2,172,False,No Failure
6260,M21119,M,301.2,310.8,1396,47.4,5,False,No Failure
4396,L51575,L,302.3,310.1,1513,40.4,22,False,No Failure
8379,M23238,M,298.8,309.9,1331,61.6,46,False,No Failure
578,L47757,L,297.7,309.7,1591,37.7,196,False,No Failure
5311,L52490,L,303.8,313.0,1427,43.0,0,False,No Failure
8341,M23200,M,298.8,309.7,1480,38.1,157,False,No Failure
2466,L49645,L,298.9,308.6,1481,40.7,124,False,No Failure
1608,L48787,L,297.8,307.8,1412,48.3,27,False,No Failure
533,L47712,L,297.5,309.4,1443,45.4,70,False,No Failure
469,L47648,L,297.3,308.7,1619,31.6,129,False,No Failure
8148,L55327,L,299.5,310.8,1447,41.0,93,False,No Failure
8593,M23452,M,297.5,308.0,1430,44.5,178,False,No Failure
9529,M24388,M,299.1,310.3,1233,59.0,81,False,No Failure
6807,L53986,L,301.1,310.8,1608,32.9,119,False,No Failure
5574,L52753,L,302.5,312.2,1738,25.3,14,False,No Failure
3830,H33243,H,302.3,310.9,1366,48.4,130,True,Heat Dissipation Failure
2715,M17574,M,299.6,309.1,1366,55.2,95,False,No Failure
650,M15509,M,297.7,309.2,1732,28.8,152,False,No Failure
8610,L55789,L,297.4,308.3,1475,40.5,222,True,Tool Wear Failure
1762,L48941,L,298.1,307.6,1950,20.3,202,False,No Failure
5328,M20187,M,303.5,312.7,2116,16.7,45,False,No Failure
5340,M20199,M,303.4,312.7,1594,32.8,79,False,No Failure
1159,L48338,L,297.0,307.9,1436,47.7,191,False,No Failure
3412,L50591,L,301.3,310.3,1419,55.7,125,False,No Failure
1032,L48211,L,296.4,307.5,1549,36.1,58,False,No Failure
6540,L53719,L,301.4,310.7,1436,54.1,90,False,No Failure
326,L47505,L,297.8,308.5,1699,27.8,199,False,No Failure
1833,M16692,M,297.8,307.4,1330,51.7,183,False,No Failure
2138,L49317,L,299.3,308.9,1623,31.1,152,False,No Failure
9660,L56839,L,298.9,309.8,1287,61.9,216,True,Overstrain Failure
1795,M16654,M,298.1,307.8,1514,43.5,78,False,No Failure
4443,L51622,L,302.5,310.2,1563,34.8,150,False,No Failure
3972,H33385,H,302.2,311.4,1625,35.4,70,False,No Failure
3775,M18634,M,302.4,311.1,1480,45.7,200,False,No Failure
127,L47306,L,299.0,308.6,1329,60.5,120,False,No Failure
1440,M16299,M,298.8,309.8,1534,37.0,47,False,No Failure
1575,L48754,L,298.2,308.2,1478,50.1,166,False,No Failure
9199,M24058,M,297.9,308.8,1538,37.6,54,False,No Failure
1737,L48916,L,298.4,307.9,1544,35.9,132,False,No Failure
9202,L56381,L,297.8,308.7,1404,44.2,62,False,No Failure
6786,L53965,L,301.2,310.6,1389,45.3,64,False,No Failure
8201,L55380,L,299.3,310.8,1426,42.4,0,False,No Failure
7729,L54908,L,300.7,311.8,1420,47.0,119,False,No Failure
2954,L50133,L,300.7,309.5,1578,35.4,34,False,No Failure
5271,L52450,L,303.5,312.9,1275,64.4,113,False,No Failure
1814,L48993,L,298.1,307.7,1479,45.0,136,False,No Failure
3012,M17871,M,300.2,309.5,1434,51.5,189,False,No Failure
2582,L49761,L,299.2,309.1,1345,60.7,191,True,Overstrain Failure
1485,M16344,M,298.0,309.0,1562,39.2,155,False,No Failure
6627,L53806,L,301.6,310.6,1613,42.5,97,False,No Failure
2308,H31721,H,299.0,308.5,1623,33.5,154,False,No Failure
1206,L48385,L,296.8,308.0,1371,54.5,86,False,No Failure
9047,L56226,L,297.4,308.4,1664,28.1,67,False,No Failure
440,M15299,M,297.4,308.3,1535,34.6,51,False,No Failure
8869,L56048,L,297.9,309.0,1456,46.5,52,False,No Failure
9487,M24346,M,298.9,309.6,1472,46.0,199,False,No Failure
1062,L48241,L,296.7,307.9,1420,50.1,138,False,No Failure
7504,M22363,M,300.3,311.7,1646,28.9,198,False,No Failure
3790,L50969,L,302.3,310.8,1650,32.4,26,False,No Failure
3401,H32814,H,301.4,310.7,1536,44.4,96,False,No Failure
2660,H32073,H,299.8,309.3,1595,32.1,183,False,No Failure
9437,L56616,L,298.0,308.6,1481,42.5,54,False,No Failure
7492,L54671,L,300.4,311.8,1320,57.9,168,False,No Failure
2116,L49295,L,299.4,309.0,1404,47.3,86,False,No Failure
776,L47955,L,296.7,307.8,1453,46.0,33,False,No Failure
3665,M18524,M,302.3,311.7,1685,30.8,130,False,No Failure
3747,H33160,H,302.5,311.3,1393,47.5,130,False,No Failure
7695,H37108,H,300.6,311.7,1500,36.7,17,False,No Failure
8203,L55382,L,299.3,310.9,1669,32.4,5,False,No Failure
8978,M23837,M,296.9,307.5,1556,31.2,116,False,No Failure
4409,L51588,L,302.4,310.1,2009,18.9,59,False,No Failure
3708,M18567,M,302.1,311.3,1497,38.4,28,False,No Failure
8282,H37695,H,298.9,310.6,1519,38.8,213,False,No Failure
3306,M18165,M,301.3,310.4,1577,48.3,78,False,No Failure
1641,L48820,L,298.0,307.8,1567,36.4,109,False,No Failure
1879,M16738,M,298.1,307.7,1424,47.7,103,False,No Failure
3538,M18397,M,302.0,311.0,1980,21.5,20,False,No Failure
69,L47248,L,298.8,308.9,1527,32.4,189,False,No Failure
5099,L52278,L,304.2,313.4,1475,40.2,98,False,No Failure
4595,M19454,M,303.0,311.2,1387,41.4,100,False,No Failure
2082,M16941,M,299.4,309.3,1485,47.1,209,False,No Failure
8288,L55467,L,298.9,310.6,1585,38.1,7,False,No Failure
1668,L48847,L,298.2,307.9,1769,27.2,188,False,No Failure
3588,H33001,H,301.8,310.5,1478,38.6,141,False,No Failure
7404,L54583,L,299.8,310.8,1376,48.6,159,False,No Failure
3338,L50517,L,301.6,310.8,1564,34.1,150,False,No Failure
3783,L50962,L,302.2,310.8,1827,23.8,9,False,No Failure
1212,H30625,H,296.9,308.0,1416,46.9,105,False,No Failure
2932,L50111,L,300.8,309.7,1373,45.4,179,False,No Failure
303,H29716,H,297.8,308.4,1512,35.1,138,False,No Failure
7054,H36467,H,300.7,310.5,1567,38.7,129,False,No Failure
7075,M21934,M,300.7,310.6,1488,39.2,189,False,No Failure
2795,L49974,L,300.4,309.6,1553,43.9,75,False,No Failure
6736,L53915,L,301.6,311.0,1485,40.1,142,False,No Failure
4444,L51623,L,302.5,310.3,1405,57.4,152,False,No Failure
5404,L52583,L,302.7,312.3,1858,25.4,2,False,No Failure
2140,L49319,L,299.3,309.0,1415,47.6,156,False,No Failure
6988,L54167,L,300.7,311.1,2437,13.8,163,False,No Failure
3957,M18816,M,302.3,311.4,1500,40.2,30,False,No Failure
5008,L52187,L,303.8,312.9,1442,48.3,52,False,No Failure
6880,H36293,H,300.8,311.2,2237,17.0,95,False,No Failure
9074,L56253,L,297.2,308.1,1689,31.2,145,False,No Failure
4502,L51681,L,302.5,310.2,1307,54.0,86,True,Heat Dissipation Failure
6420,H35833,H,300.3,309.9,1394,46.7,210,True,Tool Wear Failure
9413,L56592,L,298.0,308.5,1702,26.7,203,False,No Failure
1784,H31197,H,298.3,308.0,1553,41.0,52,False,No Failure
3960,M18819,M,302.2,311.4,1538,37.4,37,False,No Failure
7110,L54289,L,300.9,310.5,1599,40.5,57,False,No Failure
5143,L52322,L,304.4,313.6,1568,39.1,0,False,No Failure
8708,L55887,L,297.2,308.5,1471,41.7,41,False,No Failure
4264,L51443,L,302.6,311.0,1620,36.2,139,False,No Failure
1713,L48892,L,298.3,307.9,1551,33.8,72,False,No Failure
762,L47941,L,296.7,307.8,1646,34.6,238,False,No Failure
6934,L54113,L,300.8,311.4,1492,40.6,20,False,No Failure
3205,L50384,L,300.1,309.0,1404,54.8,29,False,No Failure
3541,L50720,L,301.9,310.9,1574,31.4,27,False,No Failure
531,M15390,M,297.6,309.5,1709,32.2,65,False,No Failure
4523,M19382,M,302.5,310.5,1918,21.6,131,False,No Failure
8632,H38045,H,297.3,308.3,1506,37.0,54,False,No Failure
5577,H34990,H,302.4,312.0,1457,43.4,23,False,No Failure
25,M14884,M,299.0,309.4,1561,37.3,70,False,No Failure
514,L47693,L,297.4,309.2,1428,38.8,26,False,No Failure
4265,M19124,M,302.6,311.0,1542,39.7,141,False,No Failure
6859,L54038,L,301.0,311.2,1467,45.4,36,False,No Failure
5010,L52189,L,303.7,312.8,1523,40.7,59,False,No Failure
9599,L56778,L,299.0,310.2,1490,41.1,54,False,No Failure
3409,M18268,M,301.2,310.4,1382,41.6,117,False,No Failure
4748,L51927,L,303.3,311.2,1763,27.3,27,False,No Failure
3471,L50650,L,301.8,310.8,1736,26.5,56,False,No Failure
3089,M17948,M,300.0,309.1,1624,30.8,155,False,No Failure
4937,L52116,L,303.5,312.4,1284,70.6,94,True,Power Failure
7667,M22526,M,300.6,311.7,1424,50.8,182,False,No Failure
7237,M22096,M,299.8,310.0,1460,37.1,169,False,No Failure
6756,M21615,M,301.8,311.1,1663,31.6,199,False,No Failure
2352,L49531,L,299.2,308.4,1393,48.4,35,False,No Failure
7987,L55166,L,301.1,312.3,1587,34.5,115,False,No Failure
2137,L49316,L,299.2,308.9,1588,41.5,150,False,No Failure
606,M15465,M,297.9,309.8,1693,29.9,35,False,No Failure
4139,L51318,L,301.7,310.2,1311,57.4,40,True,Heat Dissipation Failure
9041,L56220,L,297.3,308.3,1550,37.0,54,False,No Failure
3296,L50475,L,301.1,310.2,1496,43.4,54,False,No Failure
2047,L49226,L,299.3,309.1,1388,45.5,123,False,No Failure
4262,L51441,L,302.7,311.1,1730,28.1,135,False,No Failure
8012,L55191,L,300.8,311.8,1427,43.3,180,False,No Failure
8403,L55582,L,298.5,309.5,1370,52.4,113,False,No Failure
4842,M19701,M,303.3,311.8,1441,44.9,61,False,No Failure
7334,M22193,M,299.9,310.4,1367,53.3,201,False,No Failure
8394,L55573,L,298.5,309.5,1428,43.5,87,False,No Failure
